Filename,AUC-Judd
High(i).png,0.8876238905847265
High(ii).png,0.9130749894868804
High(iii).png,0.9558515171424979
Low(i).png,0.9118627214272603
Low(ii).png,0.8584191941415934
Low(iii).png,0.9556413914803423
Medium(i).png,0.9617660221517648
Medium(ii).png,0.9469145452063534
Medium(iii).png,0.9184277508812162
Average,0.9232868913891816
